Date;Valor;Ativo
25/11/2022;4,17;KLBN3SA
28/11/2022;4,08;KLBN3SA
29/11/2022;3,99;KLBN3SA
30/11/2022;3,89;KLBN3SA
01/12/2022;3,94;KLBN3SA
02/12/2022;3,95;KLBN3SA
05/12/2022;4,02;KLBN3SA
06/12/2022;4,17;KLBN3SA
07/12/2022;4,11;KLBN3SA
08/12/2022;4,04;KLBN3SA
09/12/2022;4,17;KLBN3SA
12/12/2022;4,19;KLBN3SA
13/12/2022;4,02;KLBN3SA
14/12/2022;4,07;KLBN3SA
15/12/2022;4,05;KLBN3SA
16/12/2022;4,04;KLBN3SA
19/12/2022;3,91;KLBN3SA
20/12/2022;3,96;KLBN3SA
21/12/2022;3,91;KLBN3SA
22/12/2022;3,96;KLBN3SA
23/12/2022;3,88;KLBN3SA
26/12/2022;3,84;KLBN3SA
27/12/2022;3,89;KLBN3SA
28/12/2022;3,97;KLBN3SA
29/12/2022;4,03;KLBN3SA
02/01/2017;18,12;SUZB3SA
03/01/2017;18,12;SUZB3SA
04/01/2017;18,12;SUZB3SA
05/01/2017;18,12;SUZB3SA
06/01/2017;18,12;SUZB3SA
09/01/2017;18,12;SUZB3SA
10/01/2017;18,12;SUZB3SA
11/01/2017;18,12;SUZB3SA
12/01/2017;18,12;SUZB3SA
13/01/2017;18,12;SUZB3SA
16/01/2017;18,12;SUZB3SA
17/01/2017;18,12;SUZB3SA
18/01/2017;18,12;SUZB3SA
19/01/2017;18,12;SUZB3SA
20/01/2017;18,12;SUZB3SA
23/01/2017;18,12;SUZB3SA
24/01/2017;18,12;SUZB3SA
26/01/2017;18,12;SUZB3SA
27/01/2017;18,12;SUZB3SA
30/01/2017;18,12;SUZB3SA
31/01/2017;18,12;SUZB3SA
01/02/2017;18,12;SUZB3SA
02/02/2017;18,12;SUZB3SA
03/02/2017;18,12;SUZB3SA
06/02/2017;18,12;SUZB3SA
07/02/2017;18,12;SUZB3SA
08/02/2017;18,12;SUZB3SA
09/02/2017;18,12;SUZB3SA
10/02/2017;18,12;SUZB3SA
13/02/2017;18,12;SUZB3SA
14/02/2017;18,12;SUZB3SA
15/02/2017;18,12;SUZB3SA
16/02/2017;18,12;SUZB3SA
17/02/2017;18,12;SUZB3SA
20/02/2017;18,12;SUZB3SA
21/02/2017;18,12;SUZB3SA
22/02/2017;18,12;SUZB3SA
23/02/2017;18,12;SUZB3SA
24/02/2017;18,12;SUZB3SA
01/03/2017;18,12;SUZB3SA
02/03/2017;18,12;SUZB3SA
03/03/2017;18,12;SUZB3SA
06/03/2017;18,12;SUZB3SA
07/03/2017;18,12;SUZB3SA
08/03/2017;18,12;SUZB3SA
09/03/2017;18,12;SUZB3SA
10/03/2017;18,12;SUZB3SA
13/03/2017;18,12;SUZB3SA
14/03/2017;18,12;SUZB3SA
15/03/2017;18,12;SUZB3SA
16/03/2017;18,12;SUZB3SA
17/03/2017;18,12;SUZB3SA
20/03/2017;18,12;SUZB3SA
21/03/2017;18,12;SUZB3SA
22/03/2017;18,12;SUZB3SA
23/03/2017;18,12;SUZB3SA
24/03/2017;18,12;SUZB3SA
27/03/2017;18,12;SUZB3SA
28/03/2017;18,12;SUZB3SA
29/03/2017;18,12;SUZB3SA
30/03/2017;18,12;SUZB3SA
31/03/2017;18,12;SUZB3SA
03/04/2017;18,12;SUZB3SA
04/04/2017;18,12;SUZB3SA
05/04/2017;18,12;SUZB3SA
06/04/2017;18,12;SUZB3SA
07/04/2017;18,12;SUZB3SA
10/04/2017;18,12;SUZB3SA
11/04/2017;18,12;SUZB3SA
12/04/2017;18,12;SUZB3SA
13/04/2017;18,12;SUZB3SA
17/04/2017;18,12;SUZB3SA
18/04/2017;18,12;SUZB3SA
19/04/2017;18,12;SUZB3SA
20/04/2017;18,12;SUZB3SA
24/04/2017;18,12;SUZB3SA
25/04/2017;18,12;SUZB3SA
26/04/2017;18,12;SUZB3SA
27/04/2017;18,12;SUZB3SA
28/04/2017;18,12;SUZB3SA
02/05/2017;18,12;SUZB3SA
03/05/2017;18,12;SUZB3SA
04/05/2017;18,12;SUZB3SA
05/05/2017;18,12;SUZB3SA
08/05/2017;18,12;SUZB3SA
09/05/2017;18,12;SUZB3SA
10/05/2017;18,12;SUZB3SA
11/05/2017;18,12;SUZB3SA
12/05/2017;18,12;SUZB3SA
15/05/2017;18,12;SUZB3SA
16/05/2017;18,12;SUZB3SA
17/05/2017;18,12;SUZB3SA
18/05/2017;18,12;SUZB3SA
19/05/2017;18,12;SUZB3SA
22/05/2017;18,12;SUZB3SA
23/05/2017;18,12;SUZB3SA
24/05/2017;18,12;SUZB3SA
25/05/2017;18,12;SUZB3SA
26/05/2017;18,12;SUZB3SA
29/05/2017;18,12;SUZB3SA
30/05/2017;18,12;SUZB3SA
31/05/2017;18,12;SUZB3SA
01/06/2017;18,12;SUZB3SA
02/06/2017;18,12;SUZB3SA
05/06/2017;18,12;SUZB3SA
06/06/2017;18,12;SUZB3SA
07/06/2017;18,12;SUZB3SA
08/06/2017;18,12;SUZB3SA
09/06/2017;18,12;SUZB3SA
12/06/2017;18,12;SUZB3SA
13/06/2017;18,12;SUZB3SA
14/06/2017;18,12;SUZB3SA
15/06/2017;18,12;SUZB3SA
16/06/2017;18,12;SUZB3SA
19/06/2017;18,12;SUZB3SA
20/06/2017;18,12;SUZB3SA
21/06/2017;18,12;SUZB3SA
22/06/2017;18,12;SUZB3SA
23/06/2017;18,12;SUZB3SA
26/06/2017;18,12;SUZB3SA
27/06/2017;18,12;SUZB3SA
28/06/2017;18,12;SUZB3SA
29/06/2017;18,12;SUZB3SA
30/06/2017;18,12;SUZB3SA
03/07/2017;18,12;SUZB3SA
04/07/2017;18,12;SUZB3SA
05/07/2017;18,12;SUZB3SA
06/07/2017;18,12;SUZB3SA
07/07/2017;18,12;SUZB3SA
10/07/2017;18,12;SUZB3SA
11/07/2017;18,12;SUZB3SA
12/07/2017;18,12;SUZB3SA
13/07/2017;18,12;SUZB3SA
14/07/2017;18,12;SUZB3SA
17/07/2017;18,12;SUZB3SA
18/07/2017;18,12;SUZB3SA
19/07/2017;18,12;SUZB3SA
20/07/2017;18,12;SUZB3SA
21/07/2017;18,12;SUZB3SA
24/07/2017;18,12;SUZB3SA
25/07/2017;18,12;SUZB3SA
26/07/2017;18,12;SUZB3SA
27/07/2017;18,12;SUZB3SA
28/07/2017;18,12;SUZB3SA
31/07/2017;18,12;SUZB3SA
01/08/2017;18,12;SUZB3SA
02/08/2017;18,12;SUZB3SA
03/08/2017;18,12;SUZB3SA
04/08/2017;18,12;SUZB3SA
07/08/2017;18,12;SUZB3SA
08/08/2017;18,12;SUZB3SA
09/08/2017;18,12;SUZB3SA
10/08/2017;18,12;SUZB3SA
11/08/2017;18,12;SUZB3SA
14/08/2017;18,12;SUZB3SA
15/08/2017;18,12;SUZB3SA
16/08/2017;18,12;SUZB3SA
17/08/2017;18,12;SUZB3SA
18/08/2017;18,12;SUZB3SA
21/08/2017;18,12;SUZB3SA
22/08/2017;18,12;SUZB3SA
23/08/2017;18,12;SUZB3SA
24/08/2017;18,12;SUZB3SA
25/08/2017;18,12;SUZB3SA
28/08/2017;18,12;SUZB3SA
29/08/2017;18,12;SUZB3SA
30/08/2017;18,12;SUZB3SA
31/08/2017;18,12;SUZB3SA
01/09/2017;18,12;SUZB3SA
04/09/2017;18,12;SUZB3SA
05/09/2017;18,12;SUZB3SA
06/09/2017;18,12;SUZB3SA
07/09/2017;18,12;SUZB3SA
08/09/2017;18,12;SUZB3SA
11/09/2017;18,12;SUZB3SA
12/09/2017;18,12;SUZB3SA
13/09/2017;18,12;SUZB3SA
14/09/2017;18,12;SUZB3SA
15/09/2017;18,12;SUZB3SA
18/09/2017;18,12;SUZB3SA
19/09/2017;18,12;SUZB3SA
20/09/2017;18,12;SUZB3SA
21/09/2017;18,12;SUZB3SA
22/09/2017;18,12;SUZB3SA
25/09/2017;18,12;SUZB3SA
26/09/2017;18,12;SUZB3SA
27/09/2017;18,12;SUZB3SA
28/09/2017;18,12;SUZB3SA
29/09/2017;18,12;SUZB3SA
02/10/2017;18,12;SUZB3SA
03/10/2017;18,12;SUZB3SA
04/10/2017;18,12;SUZB3SA
05/10/2017;18,12;SUZB3SA
06/10/2017;18,12;SUZB3SA
09/10/2017;18,12;SUZB3SA
10/10/2017;18,12;SUZB3SA
11/10/2017;18,12;SUZB3SA
12/10/2017;18,12;SUZB3SA
13/10/2017;18,12;SUZB3SA
16/10/2017;18,12;SUZB3SA
17/10/2017;18,12;SUZB3SA
18/10/2017;18,12;SUZB3SA
19/10/2017;18,12;SUZB3SA
20/10/2017;18,12;SUZB3SA
23/10/2017;18,12;SUZB3SA
24/10/2017;18,12;SUZB3SA
25/10/2017;18,12;SUZB3SA
26/10/2017;18,12;SUZB3SA
27/10/2017;18,12;SUZB3SA
30/10/2017;18,12;SUZB3SA
31/10/2017;18,12;SUZB3SA
01/11/2017;18,12;SUZB3SA
02/11/2017;18,12;SUZB3SA
03/11/2017;18,12;SUZB3SA
06/11/2017;18,12;SUZB3SA
07/11/2017;18,12;SUZB3SA
08/11/2017;18,12;SUZB3SA
09/11/2017;18,12;SUZB3SA
10/11/2017;18,62;SUZB3SA
13/11/2017;18,24;SUZB3SA
14/11/2017;17,84;SUZB3SA
15/11/2017;17,84;SUZB3SA
16/11/2017;18,11;SUZB3SA
17/11/2017;18,47;SUZB3SA
20/11/2017;18,47;SUZB3SA
21/11/2017;18,66;SUZB3SA
22/11/2017;17,93;SUZB3SA
23/11/2017;17,68;SUZB3SA
24/11/2017;17,52;SUZB3SA
27/11/2017;17,33;SUZB3SA
28/11/2017;16,78;SUZB3SA
29/11/2017;16,44;SUZB3SA
30/11/2017;16,02;SUZB3SA
01/12/2017;16,23;SUZB3SA
04/12/2017;16;SUZB3SA
05/12/2017;16,3;SUZB3SA
06/12/2017;17,28;SUZB3SA
07/12/2017;17,12;SUZB3SA
08/12/2017;17,18;SUZB3SA
11/12/2017;16,91;SUZB3SA
12/12/2017;16,88;SUZB3SA
13/12/2017;16,56;SUZB3SA
14/12/2017;16,63;SUZB3SA
15/12/2017;16,72;SUZB3SA
18/12/2017;16,77;SUZB3SA
19/12/2017;16,45;SUZB3SA
20/12/2017;16,93;SUZB3SA
21/12/2017;17,36;SUZB3SA
22/12/2017;17,05;SUZB3SA
25/12/2017;17,05;SUZB3SA
26/12/2017;16,91;SUZB3SA
27/12/2017;16,94;SUZB3SA
28/12/2017;17,1;SUZB3SA
29/12/2017;17,1;SUZB3SA
02/01/2018;17,19;SUZB3SA
03/01/2018;17,06;SUZB3SA
04/01/2018;17,11;SUZB3SA
05/01/2018;17,06;SUZB3SA
08/01/2018;17,47;SUZB3SA
09/01/2018;17,66;SUZB3SA
10/01/2018;17,76;SUZB3SA
11/01/2018;17,69;SUZB3SA
12/01/2018;17,63;SUZB3SA
15/01/2018;17,81;SUZB3SA
16/01/2018;17,79;SUZB3SA
17/01/2018;17,98;SUZB3SA
18/01/2018;19,21;SUZB3SA
19/01/2018;19,4;SUZB3SA
22/01/2018;19,5;SUZB3SA
23/01/2018;19,28;SUZB3SA
24/01/2018;19,11;SUZB3SA
25/01/2018;19,11;SUZB3SA
26/01/2018;18,84;SUZB3SA
29/01/2018;18,73;SUZB3SA
30/01/2018;19,27;SUZB3SA
31/01/2018;18,9;SUZB3SA
01/02/2018;19,24;SUZB3SA
02/02/2018;19,4;SUZB3SA
05/02/2018;19,27;SUZB3SA
06/02/2018;19,14;SUZB3SA
07/02/2018;19,12;SUZB3SA
08/02/2018;18,19;SUZB3SA
09/02/2018;18,22;SUZB3SA
14/02/2018;18,59;SUZB3SA
15/02/2018;18,56;SUZB3SA
16/02/2018;19,52;SUZB3SA
19/02/2018;20,21;SUZB3SA
20/02/2018;20,88;SUZB3SA
21/02/2018;20,86;SUZB3SA
22/02/2018;20,27;SUZB3SA
23/02/2018;20,27;SUZB3SA
26/02/2018;19,75;SUZB3SA
27/02/2018;19,63;SUZB3SA
28/02/2018;19,9;SUZB3SA
01/03/2018;19,45;SUZB3SA
02/03/2018;19,94;SUZB3SA
05/03/2018;19,6;SUZB3SA
06/03/2018;19,81;SUZB3SA
07/03/2018;20,09;SUZB3SA
08/03/2018;20,82;SUZB3SA
09/03/2018;21,17;SUZB3SA
12/03/2018;20,23;SUZB3SA
13/03/2018;20,81;SUZB3SA
14/03/2018;21,96;SUZB3SA
15/03/2018;21,41;SUZB3SA
16/03/2018;26,07;SUZB3SA
19/03/2018;28;SUZB3SA
20/03/2018;27,86;SUZB3SA
21/03/2018;29,07;SUZB3SA
22/03/2018;29,73;SUZB3SA
23/03/2018;30,37;SUZB3SA
26/03/2018;31,3;SUZB3SA
27/03/2018;30,22;SUZB3SA
28/03/2018;30,6;SUZB3SA
29/03/2018;30,52;SUZB3SA
02/04/2018;30,68;SUZB3SA
03/04/2018;31,47;SUZB3SA
04/04/2018;32,84;SUZB3SA
05/04/2018;33,39;SUZB3SA
06/04/2018;34,76;SUZB3SA
09/04/2018;33,82;SUZB3SA
10/04/2018;33,64;SUZB3SA
11/04/2018;32,66;SUZB3SA
12/04/2018;33,26;SUZB3SA
13/04/2018;33,17;SUZB3SA
16/04/2018;33,72;SUZB3SA
17/04/2018;34,67;SUZB3SA
18/04/2018;34,17;SUZB3SA
19/04/2018;34,15;SUZB3SA
20/04/2018;34,43;SUZB3SA
23/04/2018;34,99;SUZB3SA
24/04/2018;34,49;SUZB3SA
25/04/2018;35,86;SUZB3SA
26/04/2018;36,6;SUZB3SA
27/04/2018;37;SUZB3SA
30/04/2018;37,75;SUZB3SA
02/05/2018;39,03;SUZB3SA
03/05/2018;37,53;SUZB3SA
04/05/2018;36,63;SUZB3SA
07/05/2018;36,25;SUZB3SA
08/05/2018;36,75;SUZB3SA
09/05/2018;39,39;SUZB3SA
10/05/2018;38,63;SUZB3SA
11/05/2018;39,62;SUZB3SA
14/05/2018;41,6;SUZB3SA
15/05/2018;42,28;SUZB3SA
16/05/2018;40,9;SUZB3SA
17/05/2018;40,84;SUZB3SA
18/05/2018;42,46;SUZB3SA
21/05/2018;42,03;SUZB3SA
22/05/2018;39,51;SUZB3SA
23/05/2018;39,26;SUZB3SA
24/05/2018;41,63;SUZB3SA
25/05/2018;40,74;SUZB3SA
28/05/2018;41,37;SUZB3SA
29/05/2018;39,67;SUZB3SA
30/05/2018;39,62;SUZB3SA
01/06/2018;40,89;SUZB3SA
04/06/2018;43,24;SUZB3SA
05/06/2018;44,4;SUZB3SA
06/06/2018;47,77;SUZB3SA
07/06/2018;45,46;SUZB3SA
08/06/2018;41,12;SUZB3SA
11/06/2018;40,53;SUZB3SA
12/06/2018;42,23;SUZB3SA
13/06/2018;42,3;SUZB3SA
14/06/2018;44,13;SUZB3SA
15/06/2018;43,48;SUZB3SA
18/06/2018;42,56;SUZB3SA
19/06/2018;40,31;SUZB3SA
20/06/2018;39,63;SUZB3SA
21/06/2018;40,06;SUZB3SA
22/06/2018;40,34;SUZB3SA
25/06/2018;40,41;SUZB3SA
26/06/2018;40,91;SUZB3SA
27/06/2018;41,37;SUZB3SA
28/06/2018;40,61;SUZB3SA
29/06/2018;41,34;SUZB3SA
02/07/2018;40,99;SUZB3SA
03/07/2018;41,37;SUZB3SA
04/07/2018;42,02;SUZB3SA
05/07/2018;43,01;SUZB3SA
06/07/2018;41,96;SUZB3SA
10/07/2018;39,82;SUZB3SA
11/07/2018;41,26;SUZB3SA
12/07/2018;40,6;SUZB3SA
13/07/2018;40,67;SUZB3SA
16/07/2018;40,74;SUZB3SA
17/07/2018;40,17;SUZB3SA
18/07/2018;38,85;SUZB3SA
19/07/2018;38,61;SUZB3SA
20/07/2018;36,6;SUZB3SA
23/07/2018;37,79;SUZB3SA
24/07/2018;38,26;SUZB3SA
25/07/2018;39,12;SUZB3SA
26/07/2018;39,05;SUZB3SA
27/07/2018;39,9;SUZB3SA
30/07/2018;40,62;SUZB3SA
31/07/2018;40,96;SUZB3SA
01/08/2018;40,08;SUZB3SA
02/08/2018;40,55;SUZB3SA
03/08/2018;39,38;SUZB3SA
06/08/2018;39,62;SUZB3SA
07/08/2018;39,01;SUZB3SA
08/08/2018;40,15;SUZB3SA
09/08/2018;40,45;SUZB3SA
10/08/2018;41,99;SUZB3SA
13/08/2018;43,21;SUZB3SA
14/08/2018;42,27;SUZB3SA
15/08/2018;40,75;SUZB3SA
16/08/2018;39,68;SUZB3SA
17/08/2018;40,39;SUZB3SA
20/08/2018;41,55;SUZB3SA
21/08/2018;43,37;SUZB3SA
22/08/2018;44,33;SUZB3SA
23/08/2018;46,24;SUZB3SA
24/08/2018;46,78;SUZB3SA
27/08/2018;45,26;SUZB3SA
28/08/2018;45,98;SUZB3SA
29/08/2018;44,65;SUZB3SA
30/08/2018;44,63;SUZB3SA
31/08/2018;43,49;SUZB3SA
03/09/2018;45,08;SUZB3SA
04/09/2018;46,32;SUZB3SA
05/09/2018;49,75;SUZB3SA
06/09/2018;50,03;SUZB3SA
10/09/2018;48,67;SUZB3SA
11/09/2018;47,94;SUZB3SA
12/09/2018;47,61;SUZB3SA
13/09/2018;47,58;SUZB3SA
14/09/2018;47,8;SUZB3SA
17/09/2018;47,25;SUZB3SA
18/09/2018;45,25;SUZB3SA
19/09/2018;44,49;SUZB3SA
20/09/2018;44,02;SUZB3SA
21/09/2018;43,25;SUZB3SA
24/09/2018;43,17;SUZB3SA
25/09/2018;44,13;SUZB3SA
26/09/2018;44,09;SUZB3SA
27/09/2018;43,58;SUZB3SA
28/09/2018;44,2;SUZB3SA
01/10/2018;44,13;SUZB3SA
02/10/2018;42,47;SUZB3SA
03/10/2018;40,58;SUZB3SA
04/10/2018;38,34;SUZB3SA
05/10/2018;38,5;SUZB3SA
08/10/2018;38,34;SUZB3SA
09/10/2018;37,69;SUZB3SA
10/10/2018;38,53;SUZB3SA
11/10/2018;38,19;SUZB3SA
15/10/2018;37,69;SUZB3SA
16/10/2018;37,46;SUZB3SA
17/10/2018;36,97;SUZB3SA
18/10/2018;37,09;SUZB3SA
19/10/2018;37,04;SUZB3SA
22/10/2018;37,43;SUZB3SA
23/10/2018;37,68;SUZB3SA
24/10/2018;38,61;SUZB3SA
25/10/2018;38,82;SUZB3SA
26/10/2018;36,31;SUZB3SA
29/10/2018;34,86;SUZB3SA
30/10/2018;33,63;SUZB3SA
31/10/2018;34,8;SUZB3SA
01/11/2018;34,05;SUZB3SA
05/11/2018;34,81;SUZB3SA
06/11/2018;34,35;SUZB3SA
07/11/2018;33,66;SUZB3SA
08/11/2018;32,61;SUZB3SA
09/11/2018;31,62;SUZB3SA
12/11/2018;31,44;SUZB3SA
13/11/2018;33,38;SUZB3SA
14/11/2018;35,99;SUZB3SA
16/11/2018;35,49;SUZB3SA
19/11/2018;34,38;SUZB3SA
21/11/2018;33,23;SUZB3SA
22/11/2018;34,86;SUZB3SA
23/11/2018;34,15;SUZB3SA
26/11/2018;34,83;SUZB3SA
27/11/2018;34,02;SUZB3SA
28/11/2018;33,78;SUZB3SA
29/11/2018;35,79;SUZB3SA
30/11/2018;37,59;SUZB3SA
03/12/2018;38,24;SUZB3SA
04/12/2018;36,45;SUZB3SA
05/12/2018;36,58;SUZB3SA
06/12/2018;36,07;SUZB3SA
07/12/2018;35,07;SUZB3SA
10/12/2018;34,24;SUZB3SA
11/12/2018;32,94;SUZB3SA
12/12/2018;33,36;SUZB3SA
13/12/2018;34,54;SUZB3SA
14/12/2018;34,11;SUZB3SA
17/12/2018;33,3;SUZB3SA
18/12/2018;34,43;SUZB3SA
19/12/2018;33,91;SUZB3SA
20/12/2018;33,75;SUZB3SA
21/12/2018;35,67;SUZB3SA
26/12/2018;35,62;SUZB3SA
27/12/2018;34,03;SUZB3SA
28/12/2018;35,01;SUZB3SA
02/01/2019;35,49;SUZB3SA
03/01/2019;33,97;SUZB3SA
04/01/2019;34,54;SUZB3SA
07/01/2019;32,96;SUZB3SA
08/01/2019;33,28;SUZB3SA
09/01/2019;35,27;SUZB3SA
10/01/2019;35,72;SUZB3SA
11/01/2019;35,72;SUZB3SA
14/01/2019;35,85;SUZB3SA
15/01/2019;38,89;SUZB3SA
16/01/2019;40,6;SUZB3SA
17/01/2019;39,5;SUZB3SA
18/01/2019;40,79;SUZB3SA
21/01/2019;41,92;SUZB3SA
22/01/2019;40,89;SUZB3SA
23/01/2019;42,14;SUZB3SA
24/01/2019;44,08;SUZB3SA
28/01/2019;45,12;SUZB3SA
29/01/2019;44,14;SUZB3SA
30/01/2019;42,84;SUZB3SA
31/01/2019;42,29;SUZB3SA
01/02/2019;42,85;SUZB3SA
04/02/2019;43,22;SUZB3SA
05/02/2019;43,47;SUZB3SA
06/02/2019;43,99;SUZB3SA
07/02/2019;44,7;SUZB3SA
08/02/2019;44,09;SUZB3SA
11/02/2019;42,92;SUZB3SA
12/02/2019;41,69;SUZB3SA
13/02/2019;42,17;SUZB3SA
14/02/2019;41,42;SUZB3SA
15/02/2019;41,99;SUZB3SA
18/02/2019;42,2;SUZB3SA
19/02/2019;42,79;SUZB3SA
20/02/2019;43,15;SUZB3SA
21/02/2019;43,8;SUZB3SA
22/02/2019;43,67;SUZB3SA
25/02/2019;44,13;SUZB3SA
26/02/2019;46,24;SUZB3SA
27/02/2019;44,24;SUZB3SA
28/02/2019;43,81;SUZB3SA
01/03/2019;44,64;SUZB3SA
06/03/2019;44,3;SUZB3SA
07/03/2019;44,71;SUZB3SA
08/03/2019;43,24;SUZB3SA
11/03/2019;43,53;SUZB3SA
12/03/2019;42,49;SUZB3SA
13/03/2019;42,38;SUZB3SA
14/03/2019;42,29;SUZB3SA
15/03/2019;42,93;SUZB3SA
18/03/2019;43,7;SUZB3SA
19/03/2019;41,72;SUZB3SA
20/03/2019;40,33;SUZB3SA
21/03/2019;41,6;SUZB3SA
22/03/2019;42,1;SUZB3SA
25/03/2019;42,87;SUZB3SA
26/03/2019;42,84;SUZB3SA
27/03/2019;43,64;SUZB3SA
28/03/2019;42,66;SUZB3SA
29/03/2019;42,79;SUZB3SA
01/04/2019;44,01;SUZB3SA
02/04/2019;44,17;SUZB3SA
03/04/2019;43,12;SUZB3SA
04/04/2019;41,77;SUZB3SA
05/04/2019;41,55;SUZB3SA
08/04/2019;41,73;SUZB3SA
09/04/2019;41,09;SUZB3SA
10/04/2019;39,65;SUZB3SA
11/04/2019;39,43;SUZB3SA
12/04/2019;39,06;SUZB3SA
15/04/2019;39,03;SUZB3SA
16/04/2019;38,21;SUZB3SA
17/04/2019;37,97;SUZB3SA
18/04/2019;38,13;SUZB3SA
22/04/2019;38,19;SUZB3SA
23/04/2019;38,53;SUZB3SA
24/04/2019;39,17;SUZB3SA
25/04/2019;40,72;SUZB3SA
26/04/2019;40,16;SUZB3SA
29/04/2019;39,94;SUZB3SA
30/04/2019;38,27;SUZB3SA
02/05/2019;39,4;SUZB3SA
03/05/2019;39,45;SUZB3SA
06/05/2019;38,83;SUZB3SA
07/05/2019;38,51;SUZB3SA
08/05/2019;38,78;SUZB3SA
09/05/2019;41,49;SUZB3SA
10/05/2019;37,87;SUZB3SA
13/05/2019;35,82;SUZB3SA
14/05/2019;35,18;SUZB3SA
15/05/2019;34,57;SUZB3SA
16/05/2019;33,65;SUZB3SA
17/05/2019;35,7;SUZB3SA
20/05/2019;35,02;SUZB3SA
21/05/2019;34,74;SUZB3SA
22/05/2019;35,09;SUZB3SA
23/05/2019;34,58;SUZB3SA
24/05/2019;32,03;SUZB3SA
27/05/2019;32,33;SUZB3SA
28/05/2019;32,39;SUZB3SA
29/05/2019;31,24;SUZB3SA
30/05/2019;31,29;SUZB3SA
31/05/2019;30,14;SUZB3SA
03/06/2019;29,36;SUZB3SA
04/06/2019;28,88;SUZB3SA
05/06/2019;28,61;SUZB3SA
06/06/2019;28,14;SUZB3SA
07/06/2019;28,52;SUZB3SA
10/06/2019;28,91;SUZB3SA
11/06/2019;28,98;SUZB3SA
12/06/2019;28,43;SUZB3SA
13/06/2019;30;SUZB3SA
14/06/2019;30,53;SUZB3SA
17/06/2019;30,91;SUZB3SA
18/06/2019;31,36;SUZB3SA
19/06/2019;31;SUZB3SA
21/06/2019;31,72;SUZB3SA
24/06/2019;32,43;SUZB3SA
25/06/2019;31,57;SUZB3SA
26/06/2019;31,37;SUZB3SA
27/06/2019;31,74;SUZB3SA
28/06/2019;30,86;SUZB3SA
01/07/2019;29,66;SUZB3SA
02/07/2019;29,12;SUZB3SA
03/07/2019;29,31;SUZB3SA
04/07/2019;29,83;SUZB3SA
05/07/2019;30,72;SUZB3SA
08/07/2019;30,58;SUZB3SA
10/07/2019;29,59;SUZB3SA
11/07/2019;29,17;SUZB3SA
12/07/2019;30,06;SUZB3SA
15/07/2019;30,91;SUZB3SA
16/07/2019;31,63;SUZB3SA
17/07/2019;32,65;SUZB3SA
18/07/2019;32,39;SUZB3SA
19/07/2019;31,08;SUZB3SA
22/07/2019;30,71;SUZB3SA
23/07/2019;30,13;SUZB3SA
24/07/2019;30,11;SUZB3SA
25/07/2019;29,8;SUZB3SA
26/07/2019;29,31;SUZB3SA
29/07/2019;28,81;SUZB3SA
30/07/2019;29,21;SUZB3SA
31/07/2019;28,81;SUZB3SA
01/08/2019;28,8;SUZB3SA
02/08/2019;28,38;SUZB3SA
05/08/2019;28,33;SUZB3SA
06/08/2019;28,44;SUZB3SA
07/08/2019;28,56;SUZB3SA
08/08/2019;29,22;SUZB3SA
09/08/2019;28,62;SUZB3SA
12/08/2019;28,97;SUZB3SA
13/08/2019;30,67;SUZB3SA
14/08/2019;30,12;SUZB3SA
15/08/2019;29,91;SUZB3SA
16/08/2019;30,1;SUZB3SA
19/08/2019;30;SUZB3SA
20/08/2019;29,27;SUZB3SA
21/08/2019;28,56;SUZB3SA
22/08/2019;27,62;SUZB3SA
23/08/2019;26,31;SUZB3SA
26/08/2019;26,34;SUZB3SA
27/08/2019;26,79;SUZB3SA
28/08/2019;26,98;SUZB3SA
29/08/2019;27,25;SUZB3SA
30/08/2019;27,32;SUZB3SA
02/09/2019;27,38;SUZB3SA
03/09/2019;26,89;SUZB3SA
04/09/2019;27,01;SUZB3SA
05/09/2019;27,76;SUZB3SA
06/09/2019;27,88;SUZB3SA
09/09/2019;29,71;SUZB3SA
10/09/2019;29,4;SUZB3SA
11/09/2019;29,05;SUZB3SA
12/09/2019;30,58;SUZB3SA
13/09/2019;31,29;SUZB3SA
16/09/2019;32,21;SUZB3SA
17/09/2019;32,04;SUZB3SA
18/09/2019;31,75;SUZB3SA
19/09/2019;30,99;SUZB3SA
20/09/2019;29,97;SUZB3SA
23/09/2019;30,99;SUZB3SA
24/09/2019;30,45;SUZB3SA
25/09/2019;31,38;SUZB3SA
26/09/2019;31,32;SUZB3SA
27/09/2019;31,71;SUZB3SA
30/09/2019;31,61;SUZB3SA
01/10/2019;31,61;SUZB3SA
02/10/2019;30,8;SUZB3SA
03/10/2019;30,37;SUZB3SA
04/10/2019;30,84;SUZB3SA
07/10/2019;30,3;SUZB3SA
08/10/2019;29,73;SUZB3SA
09/10/2019;30,28;SUZB3SA
10/10/2019;31,9;SUZB3SA
11/10/2019;33,11;SUZB3SA
14/10/2019;32,71;SUZB3SA
15/10/2019;32,99;SUZB3SA
16/10/2019;32,35;SUZB3SA
17/10/2019;32,03;SUZB3SA
18/10/2019;31,76;SUZB3SA
21/10/2019;32,77;SUZB3SA
22/10/2019;32,81;SUZB3SA
23/10/2019;32,41;SUZB3SA
24/10/2019;30,97;SUZB3SA
25/10/2019;30,72;SUZB3SA
28/10/2019;30,7;SUZB3SA
29/10/2019;30,74;SUZB3SA
30/10/2019;30,35;SUZB3SA
31/10/2019;30,67;SUZB3SA
01/11/2019;32,89;SUZB3SA
