Date;Valor;Ativo
05/12/2019;3,63;KLBN3SA
06/12/2019;3,66;KLBN3SA
09/12/2019;3,67;KLBN3SA
10/12/2019;3,75;KLBN3SA
11/12/2019;3,83;KLBN3SA
12/12/2019;3,91;KLBN3SA
13/12/2019;3,91;KLBN3SA
16/12/2019;3,9;KLBN3SA
17/12/2019;3,95;KLBN3SA
18/12/2019;3,96;KLBN3SA
19/12/2019;3,82;KLBN3SA
20/12/2019;3,82;KLBN3SA
23/12/2019;3,84;KLBN3SA
26/12/2019;3,9;KLBN3SA
27/12/2019;3,9;KLBN3SA
30/12/2019;3,89;KLBN3SA
02/01/2020;3,96;KLBN3SA
03/01/2020;3,97;KLBN3SA
06/01/2020;3,97;KLBN3SA
07/01/2020;3,97;KLBN3SA
08/01/2020;3,9;KLBN3SA
09/01/2020;3,9;KLBN3SA
10/01/2020;3,9;KLBN3SA
13/01/2020;3,98;KLBN3SA
14/01/2020;3,96;KLBN3SA
15/01/2020;3,95;KLBN3SA
16/01/2020;3,92;KLBN3SA
17/01/2020;4,01;KLBN3SA
20/01/2020;4;KLBN3SA
21/01/2020;3,97;KLBN3SA
22/01/2020;4,05;KLBN3SA
23/01/2020;4,08;KLBN3SA
24/01/2020;4,05;KLBN3SA
27/01/2020;3,92;KLBN3SA
28/01/2020;3,92;KLBN3SA
29/01/2020;3,92;KLBN3SA
30/01/2020;3,79;KLBN3SA
31/01/2020;3,88;KLBN3SA
03/02/2020;3,92;KLBN3SA
04/02/2020;3,9;KLBN3SA
05/02/2020;3,89;KLBN3SA
06/02/2020;3,9;KLBN3SA
07/02/2020;3,8;KLBN3SA
10/02/2020;3,7;KLBN3SA
11/02/2020;3,84;KLBN3SA
12/02/2020;4,01;KLBN3SA
13/02/2020;3,97;KLBN3SA
14/02/2020;3,93;KLBN3SA
17/02/2020;3,91;KLBN3SA
18/02/2020;3,84;KLBN3SA
19/02/2020;3,88;KLBN3SA
20/02/2020;3,87;KLBN3SA
21/02/2020;3,98;KLBN3SA
26/02/2020;3,71;KLBN3SA
27/02/2020;3,56;KLBN3SA
28/02/2020;3,54;KLBN3SA
02/03/2020;3,73;KLBN3SA
03/03/2020;3,83;KLBN3SA
04/03/2020;4,06;KLBN3SA
05/03/2020;3,94;KLBN3SA
06/03/2020;3,78;KLBN3SA
09/03/2020;3,6;KLBN3SA
10/03/2020;3,59;KLBN3SA
11/03/2020;3,31;KLBN3SA
12/03/2020;2,89;KLBN3SA
13/03/2020;2,96;KLBN3SA
16/03/2020;2,62;KLBN3SA
17/03/2020;2,6;KLBN3SA
18/03/2020;2,36;KLBN3SA
19/03/2020;2,68;KLBN3SA
20/03/2020;2,51;KLBN3SA
23/03/2020;2,6;KLBN3SA
24/03/2020;2,56;KLBN3SA
25/03/2020;2,6;KLBN3SA
26/03/2020;2,6;KLBN3SA
27/03/2020;2,75;KLBN3SA
30/03/2020;2,89;KLBN3SA
31/03/2020;3,02;KLBN3SA
01/04/2020;2,97;KLBN3SA
02/04/2020;3,2;KLBN3SA
03/04/2020;3,13;KLBN3SA
06/04/2020;3,2;KLBN3SA
07/04/2020;3,09;KLBN3SA
08/04/2020;3,11;KLBN3SA
09/04/2020;3,05;KLBN3SA
13/04/2020;3,12;KLBN3SA
14/04/2020;3,11;KLBN3SA
15/04/2020;3,02;KLBN3SA
16/04/2020;2,99;KLBN3SA
17/04/2020;2,97;KLBN3SA
20/04/2020;3;KLBN3SA
22/04/2020;3,12;KLBN3SA
23/04/2020;3,21;KLBN3SA
24/04/2020;3,28;KLBN3SA
27/04/2020;3,29;KLBN3SA
28/04/2020;3,3;KLBN3SA
29/04/2020;3,3;KLBN3SA
30/04/2020;3,39;KLBN3SA
04/05/2020;3,32;KLBN3SA
05/05/2020;3,53;KLBN3SA
06/05/2020;3,51;KLBN3SA
07/05/2020;3,82;KLBN3SA
08/05/2020;4,01;KLBN3SA
11/05/2020;4,05;KLBN3SA
12/05/2020;3,99;KLBN3SA
13/05/2020;4,33;KLBN3SA
14/05/2020;4,24;KLBN3SA
15/05/2020;4,02;KLBN3SA
18/05/2020;3,77;KLBN3SA
19/05/2020;3,77;KLBN3SA
20/05/2020;3,72;KLBN3SA
21/05/2020;3,61;KLBN3SA
22/05/2020;3,62;KLBN3SA
25/05/2020;3,6;KLBN3SA
26/05/2020;3,59;KLBN3SA
27/05/2020;3,72;KLBN3SA
28/05/2020;3,67;KLBN3SA
29/05/2020;3,7;KLBN3SA
01/06/2020;3,74;KLBN3SA
02/06/2020;3,72;KLBN3SA
03/06/2020;3,66;KLBN3SA
04/06/2020;3,69;KLBN3SA
05/06/2020;3,61;KLBN3SA
08/06/2020;3,65;KLBN3SA
09/06/2020;3,65;KLBN3SA
10/06/2020;3,64;KLBN3SA
12/06/2020;3,58;KLBN3SA
15/06/2020;3,58;KLBN3SA
16/06/2020;3,57;KLBN3SA
17/06/2020;3,62;KLBN3SA
18/06/2020;3,74;KLBN3SA
19/06/2020;3,82;KLBN3SA
22/06/2020;3,84;KLBN3SA
23/06/2020;3,74;KLBN3SA
24/06/2020;3,83;KLBN3SA
25/06/2020;3,84;KLBN3SA
26/06/2020;3,9;KLBN3SA
29/06/2020;3,74;KLBN3SA
30/06/2020;3,81;KLBN3SA
01/07/2020;3,9;KLBN3SA
02/07/2020;3,86;KLBN3SA
03/07/2020;3,91;KLBN3SA
06/07/2020;3,86;KLBN3SA
07/07/2020;3,83;KLBN3SA
08/07/2020;3,93;KLBN3SA
09/07/2020;3,87;KLBN3SA
10/07/2020;3,82;KLBN3SA
13/07/2020;3,73;KLBN3SA
14/07/2020;3,84;KLBN3SA
15/07/2020;3,88;KLBN3SA
16/07/2020;3,84;KLBN3SA
17/07/2020;3,9;KLBN3SA
20/07/2020;3,96;KLBN3SA
21/07/2020;3,94;KLBN3SA
22/07/2020;3,96;KLBN3SA
23/07/2020;3,98;KLBN3SA
24/07/2020;4,02;KLBN3SA
27/07/2020;4;KLBN3SA
28/07/2020;3,99;KLBN3SA
29/07/2020;3,95;KLBN3SA
30/07/2020;3,96;KLBN3SA
31/07/2020;3,84;KLBN3SA
03/08/2020;3,91;KLBN3SA
04/08/2020;3,93;KLBN3SA
05/08/2020;4,23;KLBN3SA
06/08/2020;4,32;KLBN3SA
07/08/2020;4,3;KLBN3SA
10/08/2020;4,34;KLBN3SA
11/08/2020;4,47;KLBN3SA
12/08/2020;4,55;KLBN3SA
13/08/2020;4,66;KLBN3SA
14/08/2020;4,74;KLBN3SA
17/08/2020;4,81;KLBN3SA
18/08/2020;5,09;KLBN3SA
19/08/2020;5,3;KLBN3SA
20/08/2020;5,16;KLBN3SA
21/08/2020;5,18;KLBN3SA
24/08/2020;5,11;KLBN3SA
25/08/2020;5,04;KLBN3SA
26/08/2020;5,07;KLBN3SA
27/08/2020;5,03;KLBN3SA
28/08/2020;5,05;KLBN3SA
31/08/2020;4,93;KLBN3SA
01/09/2020;5,1;KLBN3SA
02/09/2020;4,97;KLBN3SA
03/09/2020;4,89;KLBN3SA
04/09/2020;4,93;KLBN3SA
08/09/2020;4,77;KLBN3SA
09/09/2020;4,8;KLBN3SA
10/09/2020;4,83;KLBN3SA
11/09/2020;4,7;KLBN3SA
14/09/2020;4,72;KLBN3SA
15/09/2020;4,9;KLBN3SA
16/09/2020;4,82;KLBN3SA
17/09/2020;4,89;KLBN3SA
18/09/2020;4,88;KLBN3SA
21/09/2020;4,67;KLBN3SA
22/09/2020;4,63;KLBN3SA
23/09/2020;4,61;KLBN3SA
24/09/2020;4,58;KLBN3SA
25/09/2020;4,79;KLBN3SA
28/09/2020;4,61;KLBN3SA
29/09/2020;4,62;KLBN3SA
30/09/2020;4,61;KLBN3SA
01/10/2020;4,68;KLBN3SA
02/10/2020;4,54;KLBN3SA
05/10/2020;4,62;KLBN3SA
06/10/2020;4,56;KLBN3SA
07/10/2020;4,6;KLBN3SA
08/10/2020;4,71;KLBN3SA
09/10/2020;4,58;KLBN3SA
13/10/2020;4,73;KLBN3SA
14/10/2020;4,73;KLBN3SA
15/10/2020;4,73;KLBN3SA
16/10/2020;4,84;KLBN3SA
19/10/2020;4,68;KLBN3SA
20/10/2020;4,77;KLBN3SA
21/10/2020;4,68;KLBN3SA
22/10/2020;4,72;KLBN3SA
23/10/2020;4,71;KLBN3SA
26/10/2020;4,67;KLBN3SA
27/10/2020;4,6;KLBN3SA
28/10/2020;4,35;KLBN3SA
29/10/2020;4,41;KLBN3SA
30/10/2020;4,39;KLBN3SA
03/11/2020;4,42;KLBN3SA
04/11/2020;4,45;KLBN3SA
05/11/2020;4,46;KLBN3SA
06/11/2020;4,37;KLBN3SA
09/11/2020;4,34;KLBN3SA
10/11/2020;4,26;KLBN3SA
11/11/2020;4,25;KLBN3SA
12/11/2020;4,33;KLBN3SA
13/11/2020;4,47;KLBN3SA
16/11/2020;4,43;KLBN3SA
17/11/2020;4,32;KLBN3SA
18/11/2020;4,37;KLBN3SA
19/11/2020;4,26;KLBN3SA
23/11/2020;4,33;KLBN3SA
24/11/2020;4,32;KLBN3SA
25/11/2020;4,28;KLBN3SA
26/11/2020;4,42;KLBN3SA
27/11/2020;4,59;KLBN3SA
30/11/2020;4,63;KLBN3SA
01/12/2020;4,73;KLBN3SA
02/12/2020;4,58;KLBN3SA
03/12/2020;4,46;KLBN3SA
04/12/2020;4,48;KLBN3SA
07/12/2020;4,43;KLBN3SA
08/12/2020;4,43;KLBN3SA
09/12/2020;4,38;KLBN3SA
10/12/2020;4,4;KLBN3SA
11/12/2020;4,43;KLBN3SA
14/12/2020;4,43;KLBN3SA
15/12/2020;4,51;KLBN3SA
16/12/2020;4,58;KLBN3SA
17/12/2020;4,58;KLBN3SA
18/12/2020;4,72;KLBN3SA
21/12/2020;4,65;KLBN3SA
22/12/2020;4,77;KLBN3SA
23/12/2020;4,67;KLBN3SA
28/12/2020;4,65;KLBN3SA
29/12/2020;4,76;KLBN3SA
30/12/2020;4,92;KLBN3SA
04/01/2021;4,87;KLBN3SA
05/01/2021;4,87;KLBN3SA
06/01/2021;4,93;KLBN3SA
07/01/2021;5,14;KLBN3SA
08/01/2021;5,4;KLBN3SA
11/01/2021;5,51;KLBN3SA
12/01/2021;5,72;KLBN3SA
13/01/2021;5,6;KLBN3SA
14/01/2021;5,61;KLBN3SA
15/01/2021;5,8;KLBN3SA
18/01/2021;5,7;KLBN3SA
19/01/2021;5,67;KLBN3SA
20/01/2021;5,73;KLBN3SA
21/01/2021;5,48;KLBN3SA
22/01/2021;5,39;KLBN3SA
26/01/2021;5,42;KLBN3SA
27/01/2021;5,35;KLBN3SA
28/01/2021;5,55;KLBN3SA
29/01/2021;5,5;KLBN3SA
01/02/2021;5,65;KLBN3SA
02/02/2021;5,64;KLBN3SA
03/02/2021;5,56;KLBN3SA
04/02/2021;5,56;KLBN3SA
05/02/2021;5,55;KLBN3SA
08/02/2021;5,52;KLBN3SA
09/02/2021;5,55;KLBN3SA
10/02/2021;5,56;KLBN3SA
11/02/2021;5,58;KLBN3SA
12/02/2021;5,6;KLBN3SA
17/02/2021;5,69;KLBN3SA
18/02/2021;5,66;KLBN3SA
19/02/2021;5,89;KLBN3SA
22/02/2021;6,06;KLBN3SA
23/02/2021;5,96;KLBN3SA
24/02/2021;6,02;KLBN3SA
25/02/2021;5,84;KLBN3SA
26/02/2021;5,72;KLBN3SA
01/03/2021;5,67;KLBN3SA
02/03/2021;5,54;KLBN3SA
03/03/2021;5,55;KLBN3SA
04/03/2021;5,53;KLBN3SA
05/03/2021;5,68;KLBN3SA
08/03/2021;5,5;KLBN3SA
09/03/2021;5,63;KLBN3SA
10/03/2021;5,46;KLBN3SA
11/03/2021;5,35;KLBN3SA
12/03/2021;5,33;KLBN3SA
15/03/2021;5,21;KLBN3SA
16/03/2021;5,45;KLBN3SA
17/03/2021;5,42;KLBN3SA
18/03/2021;5,28;KLBN3SA
19/03/2021;5,21;KLBN3SA
22/03/2021;5,22;KLBN3SA
23/03/2021;5,3;KLBN3SA
24/03/2021;5,34;KLBN3SA
25/03/2021;5,28;KLBN3SA
26/03/2021;5,38;KLBN3SA
29/03/2021;5,39;KLBN3SA
30/03/2021;5,32;KLBN3SA
31/03/2021;5,21;KLBN3SA
01/04/2021;5,22;KLBN3SA
05/04/2021;5,25;KLBN3SA
06/04/2021;5,31;KLBN3SA
07/04/2021;5,32;KLBN3SA
08/04/2021;5,39;KLBN3SA
09/04/2021;5,46;KLBN3SA
12/04/2021;5,63;KLBN3SA
13/04/2021;5,64;KLBN3SA
14/04/2021;5,6;KLBN3SA
15/04/2021;5,72;KLBN3SA
16/04/2021;5,58;KLBN3SA
19/04/2021;5,61;KLBN3SA
20/04/2021;5,61;KLBN3SA
22/04/2021;5,53;KLBN3SA
23/04/2021;5,44;KLBN3SA
26/04/2021;5,49;KLBN3SA
27/04/2021;5,53;KLBN3SA
28/04/2021;5,34;KLBN3SA
29/04/2021;5,35;KLBN3SA
30/04/2021;5,3;KLBN3SA
03/05/2021;5,25;KLBN3SA
04/05/2021;5,18;KLBN3SA
05/05/2021;5,26;KLBN3SA
06/05/2021;5,3;KLBN3SA
07/05/2021;5,33;KLBN3SA
10/05/2021;5,32;KLBN3SA
11/05/2021;5,42;KLBN3SA
12/05/2021;5,3;KLBN3SA
13/05/2021;5,47;KLBN3SA
14/05/2021;5,3;KLBN3SA
17/05/2021;5,3;KLBN3SA
18/05/2021;5,3;KLBN3SA
19/05/2021;5,24;KLBN3SA
20/05/2021;5,14;KLBN3SA
21/05/2021;5,11;KLBN3SA
24/05/2021;5,14;KLBN3SA
25/05/2021;5,12;KLBN3SA
26/05/2021;5,19;KLBN3SA
27/05/2021;5,35;KLBN3SA
28/05/2021;5,25;KLBN3SA
31/05/2021;5,27;KLBN3SA
01/06/2021;5,17;KLBN3SA
02/06/2021;5,1;KLBN3SA
04/06/2021;5,07;KLBN3SA
07/06/2021;5,07;KLBN3SA
08/06/2021;5,09;KLBN3SA
09/06/2021;5,21;KLBN3SA
10/06/2021;5,23;KLBN3SA
11/06/2021;5,35;KLBN3SA
14/06/2021;5,27;KLBN3SA
15/06/2021;5,26;KLBN3SA
16/06/2021;5,17;KLBN3SA
17/06/2021;5,16;KLBN3SA
18/06/2021;5,21;KLBN3SA
21/06/2021;5,4;KLBN3SA
22/06/2021;5,53;KLBN3SA
23/06/2021;5,44;KLBN3SA
24/06/2021;5,54;KLBN3SA
25/06/2021;5,53;KLBN3SA
28/06/2021;5,65;KLBN3SA
29/06/2021;5,73;KLBN3SA
30/06/2021;5,65;KLBN3SA
01/07/2021;5,62;KLBN3SA
02/07/2021;5,69;KLBN3SA
05/07/2021;5,58;KLBN3SA
06/07/2021;5,66;KLBN3SA
07/07/2021;5,84;KLBN3SA
08/07/2021;5,74;KLBN3SA
12/07/2021;5,94;KLBN3SA
13/07/2021;6;KLBN3SA
14/07/2021;5,96;KLBN3SA
15/07/2021;5,74;KLBN3SA
16/07/2021;5,55;KLBN3SA
19/07/2021;5,53;KLBN3SA
20/07/2021;5,55;KLBN3SA
21/07/2021;5,52;KLBN3SA
22/07/2021;5,51;KLBN3SA
23/07/2021;5,42;KLBN3SA
26/07/2021;5,48;KLBN3SA
27/07/2021;5,36;KLBN3SA
28/07/2021;5,35;KLBN3SA
29/07/2021;5,36;KLBN3SA
30/07/2021;5,26;KLBN3SA
02/08/2021;5,14;KLBN3SA
03/08/2021;5,11;KLBN3SA
04/08/2021;5,19;KLBN3SA
05/08/2021;5,27;KLBN3SA
06/08/2021;5,21;KLBN3SA
09/08/2021;5,42;KLBN3SA
10/08/2021;5,42;KLBN3SA
11/08/2021;5,43;KLBN3SA
12/08/2021;5,37;KLBN3SA
13/08/2021;5,5;KLBN3SA
16/08/2021;5,44;KLBN3SA
17/08/2021;5,53;KLBN3SA
18/08/2021;5,34;KLBN3SA
19/08/2021;5,3;KLBN3SA
20/08/2021;5,4;KLBN3SA
23/08/2021;5,45;KLBN3SA
24/08/2021;5,57;KLBN3SA
25/08/2021;5,84;KLBN3SA
26/08/2021;5,84;KLBN3SA
27/08/2021;5,94;KLBN3SA
30/08/2021;5,92;KLBN3SA
31/08/2021;5,74;KLBN3SA
01/09/2021;5,84;KLBN3SA
02/09/2021;5,55;KLBN3SA
03/09/2021;5,61;KLBN3SA
06/09/2021;5,64;KLBN3SA
08/09/2021;5,64;KLBN3SA
09/09/2021;5,84;KLBN3SA
10/09/2021;5,73;KLBN3SA
13/09/2021;5,74;KLBN3SA
14/09/2021;5,79;KLBN3SA
15/09/2021;5,57;KLBN3SA
16/09/2021;5,42;KLBN3SA
17/09/2021;5,34;KLBN3SA
20/09/2021;5,3;KLBN3SA
21/09/2021;5,26;KLBN3SA
22/09/2021;5,34;KLBN3SA
23/09/2021;5,59;KLBN3SA
24/09/2021;5,53;KLBN3SA
27/09/2021;5,42;KLBN3SA
28/09/2021;5,33;KLBN3SA
29/09/2021;5,43;KLBN3SA
30/09/2021;5,56;KLBN3SA
01/10/2021;5,42;KLBN3SA
04/10/2021;5,44;KLBN3SA
05/10/2021;5,4;KLBN3SA
06/10/2021;5,22;KLBN3SA
07/10/2021;5,21;KLBN3SA
08/10/2021;5,21;KLBN3SA
11/10/2021;5,23;KLBN3SA
13/10/2021;5,31;KLBN3SA
14/10/2021;5,26;KLBN3SA
15/10/2021;5,3;KLBN3SA
18/10/2021;5,3;KLBN3SA
19/10/2021;5,16;KLBN3SA
20/10/2021;5,16;KLBN3SA
21/10/2021;5,23;KLBN3SA
22/10/2021;5,43;KLBN3SA
25/10/2021;5,29;KLBN3SA
26/10/2021;5,37;KLBN3SA
27/10/2021;5,16;KLBN3SA
28/10/2021;5,17;KLBN3SA
29/10/2021;5,1;KLBN3SA
01/11/2021;4,99;KLBN3SA
03/11/2021;5,1;KLBN3SA
04/11/2021;4,98;KLBN3SA
05/11/2021;5,09;KLBN3SA
08/11/2021;5,08;KLBN3SA
09/11/2021;5,05;KLBN3SA
10/11/2021;5,06;KLBN3SA
11/11/2021;5,38;KLBN3SA
12/11/2021;5,29;KLBN3SA
16/11/2021;5,34;KLBN3SA
17/11/2021;5,37;KLBN3SA
18/11/2021;5,36;KLBN3SA
19/11/2021;5,48;KLBN3SA
22/11/2021;5,43;KLBN3SA
23/11/2021;5,37;KLBN3SA
24/11/2021;5,53;KLBN3SA
25/11/2021;5,52;KLBN3SA
26/11/2021;5,52;KLBN3SA
29/11/2021;5,54;KLBN3SA
30/11/2021;5,52;KLBN3SA
01/12/2021;5,64;KLBN3SA
02/12/2021;5,66;KLBN3SA
03/12/2021;5,61;KLBN3SA
06/12/2021;5,78;KLBN3SA
07/12/2021;5,71;KLBN3SA
08/12/2021;5,71;KLBN3SA
09/12/2021;5,76;KLBN3SA
10/12/2021;5,77;KLBN3SA
13/12/2021;5,78;KLBN3SA
14/12/2021;5,83;KLBN3SA
15/12/2021;5,78;KLBN3SA
16/12/2021;6,01;KLBN3SA
17/12/2021;5,91;KLBN3SA
20/12/2021;5,99;KLBN3SA
21/12/2021;5,95;KLBN3SA
22/12/2021;5,92;KLBN3SA
23/12/2021;5,61;KLBN3SA
27/12/2021;5,66;KLBN3SA
28/12/2021;5,51;KLBN3SA
29/12/2021;5,27;KLBN3SA
30/12/2021;5,21;KLBN3SA
03/01/2022;5,29;KLBN3SA
04/01/2022;5,55;KLBN3SA
05/01/2022;5,52;KLBN3SA
06/01/2022;5,56;KLBN3SA
07/01/2022;5,47;KLBN3SA
10/01/2022;5,47;KLBN3SA
11/01/2022;5,39;KLBN3SA
12/01/2022;5,41;KLBN3SA
13/01/2022;5,53;KLBN3SA
14/01/2022;5,46;KLBN3SA
17/01/2022;5,31;KLBN3SA
18/01/2022;5,45;KLBN3SA
19/01/2022;5,51;KLBN3SA
20/01/2022;5,52;KLBN3SA
21/01/2022;5,38;KLBN3SA
24/01/2022;5,22;KLBN3SA
25/01/2022;5,18;KLBN3SA
26/01/2022;5,19;KLBN3SA
27/01/2022;5,27;KLBN3SA
28/01/2022;5,3;KLBN3SA
31/01/2022;5,31;KLBN3SA
01/02/2022;5,3;KLBN3SA
02/02/2022;5,3;KLBN3SA
03/02/2022;5,36;KLBN3SA
04/02/2022;5,43;KLBN3SA
07/02/2022;5,38;KLBN3SA
08/02/2022;5,46;KLBN3SA
09/02/2022;5,43;KLBN3SA
10/02/2022;5,28;KLBN3SA
11/02/2022;5,14;KLBN3SA
14/02/2022;5,15;KLBN3SA
15/02/2022;4,98;KLBN3SA
16/02/2022;4,92;KLBN3SA
17/02/2022;5,07;KLBN3SA
18/02/2022;5,09;KLBN3SA
21/02/2022;5,1;KLBN3SA
22/02/2022;5,11;KLBN3SA
23/02/2022;4,85;KLBN3SA
24/02/2022;4,87;KLBN3SA
25/02/2022;4,85;KLBN3SA
02/03/2022;5,05;KLBN3SA
03/03/2022;5,05;KLBN3SA
04/03/2022;5,16;KLBN3SA
07/03/2022;5,31;KLBN3SA
08/03/2022;5,32;KLBN3SA
09/03/2022;5,34;KLBN3SA
10/03/2022;5,55;KLBN3SA
11/03/2022;5,64;KLBN3SA
14/03/2022;5,62;KLBN3SA
15/03/2022;5,57;KLBN3SA
16/03/2022;5,48;KLBN3SA
17/03/2022;5,67;KLBN3SA
18/03/2022;5,7;KLBN3SA
21/03/2022;5,55;KLBN3SA
22/03/2022;5,76;KLBN3SA
23/03/2022;5,74;KLBN3SA
24/03/2022;5,9;KLBN3SA
25/03/2022;5,59;KLBN3SA
28/03/2022;5,52;KLBN3SA
29/03/2022;5,5;KLBN3SA
30/03/2022;5,39;KLBN3SA
31/03/2022;5,38;KLBN3SA
01/04/2022;5,26;KLBN3SA
04/04/2022;5,19;KLBN3SA
05/04/2022;5,08;KLBN3SA
06/04/2022;5,23;KLBN3SA
07/04/2022;5,13;KLBN3SA
08/04/2022;5,13;KLBN3SA
11/04/2022;5,11;KLBN3SA
12/04/2022;5,04;KLBN3SA
13/04/2022;5,06;KLBN3SA
14/04/2022;4,93;KLBN3SA
18/04/2022;4,84;KLBN3SA
19/04/2022;4,95;KLBN3SA
20/04/2022;4,93;KLBN3SA
22/04/2022;4,83;KLBN3SA
25/04/2022;5,01;KLBN3SA
26/04/2022;4,79;KLBN3SA
27/04/2022;4,74;KLBN3SA
28/04/2022;4,75;KLBN3SA
29/04/2022;4,58;KLBN3SA
02/05/2022;4,59;KLBN3SA
03/05/2022;4,47;KLBN3SA
04/05/2022;4,66;KLBN3SA
05/05/2022;4,65;KLBN3SA
06/05/2022;4,7;KLBN3SA
09/05/2022;4,55;KLBN3SA
10/05/2022;4,41;KLBN3SA
11/05/2022;4,48;KLBN3SA
12/05/2022;4,35;KLBN3SA
13/05/2022;4,74;KLBN3SA
16/05/2022;4,78;KLBN3SA
17/05/2022;4,82;KLBN3SA
18/05/2022;4,7;KLBN3SA
19/05/2022;4,74;KLBN3SA
20/05/2022;4,68;KLBN3SA
23/05/2022;4,83;KLBN3SA
24/05/2022;4,83;KLBN3SA
25/05/2022;4,73;KLBN3SA
26/05/2022;4,81;KLBN3SA
27/05/2022;4,77;KLBN3SA
30/05/2022;4,79;KLBN3SA
31/05/2022;4,77;KLBN3SA
01/06/2022;4,92;KLBN3SA
02/06/2022;4,91;KLBN3SA
03/06/2022;4,84;KLBN3SA
06/06/2022;4,86;KLBN3SA
07/06/2022;4,86;KLBN3SA
08/06/2022;4,78;KLBN3SA
09/06/2022;4,76;KLBN3SA
10/06/2022;4,61;KLBN3SA
13/06/2022;4,65;KLBN3SA
14/06/2022;4,51;KLBN3SA
15/06/2022;4,29;KLBN3SA
17/06/2022;4,14;KLBN3SA
20/06/2022;4,05;KLBN3SA
21/06/2022;4;KLBN3SA
22/06/2022;3,98;KLBN3SA
23/06/2022;3,8;KLBN3SA
24/06/2022;3,91;KLBN3SA
27/06/2022;3,99;KLBN3SA
28/06/2022;4,01;KLBN3SA
29/06/2022;3,99;KLBN3SA
30/06/2022;3,97;KLBN3SA
01/07/2022;3,96;KLBN3SA
04/07/2022;4,03;KLBN3SA
05/07/2022;3,93;KLBN3SA
06/07/2022;3,94;KLBN3SA
07/07/2022;3,97;KLBN3SA
08/07/2022;3,86;KLBN3SA
11/07/2022;3,83;KLBN3SA
12/07/2022;3,87;KLBN3SA
13/07/2022;3,72;KLBN3SA
14/07/2022;3,65;KLBN3SA
15/07/2022;3,61;KLBN3SA
18/07/2022;3,62;KLBN3SA
19/07/2022;3,7;KLBN3SA
20/07/2022;3,78;KLBN3SA
21/07/2022;3,77;KLBN3SA
22/07/2022;3,96;KLBN3SA
25/07/2022;3,75;KLBN3SA
26/07/2022;3,72;KLBN3SA
27/07/2022;3,79;KLBN3SA
28/07/2022;3,73;KLBN3SA
29/07/2022;3,94;KLBN3SA
01/08/2022;3,86;KLBN3SA
02/08/2022;3,88;KLBN3SA
03/08/2022;3,87;KLBN3SA
04/08/2022;3,89;KLBN3SA
05/08/2022;3,91;KLBN3SA
08/08/2022;3,95;KLBN3SA
09/08/2022;3,94;KLBN3SA
10/08/2022;3,91;KLBN3SA
11/08/2022;3,88;KLBN3SA
12/08/2022;3,98;KLBN3SA
15/08/2022;3,89;KLBN3SA
16/08/2022;3,97;KLBN3SA
17/08/2022;4,05;KLBN3SA
18/08/2022;4,05;KLBN3SA
19/08/2022;4,06;KLBN3SA
22/08/2022;3,97;KLBN3SA
23/08/2022;4,02;KLBN3SA
24/08/2022;3,97;KLBN3SA
25/08/2022;3,92;KLBN3SA
26/08/2022;3,82;KLBN3SA
29/08/2022;3,81;KLBN3SA
30/08/2022;3,76;KLBN3SA
31/08/2022;3,67;KLBN3SA
01/09/2022;3,6;KLBN3SA
02/09/2022;3,59;KLBN3SA
05/09/2022;3,68;KLBN3SA
06/09/2022;3,63;KLBN3SA
08/09/2022;3,55;KLBN3SA
09/09/2022;3,64;KLBN3SA
12/09/2022;3,7;KLBN3SA
13/09/2022;3,68;KLBN3SA
14/09/2022;3,71;KLBN3SA
15/09/2022;3,72;KLBN3SA
16/09/2022;3,61;KLBN3SA
19/09/2022;3,55;KLBN3SA
20/09/2022;3,6;KLBN3SA
21/09/2022;3,55;KLBN3SA
22/09/2022;3,58;KLBN3SA
23/09/2022;3,49;KLBN3SA
26/09/2022;3,51;KLBN3SA
27/09/2022;3,55;KLBN3SA
28/09/2022;3,56;KLBN3SA
29/09/2022;3,5;KLBN3SA
30/09/2022;3,58;KLBN3SA
03/10/2022;3,68;KLBN3SA
04/10/2022;3,71;KLBN3SA
05/10/2022;3,73;KLBN3SA
06/10/2022;3,75;KLBN3SA
07/10/2022;3,77;KLBN3SA
10/10/2022;3,86;KLBN3SA
11/10/2022;3,78;KLBN3SA
13/10/2022;3,81;KLBN3SA
14/10/2022;3,84;KLBN3SA
17/10/2022;3,98;KLBN3SA
18/10/2022;4,04;KLBN3SA
19/10/2022;4,02;KLBN3SA
20/10/2022;4,03;KLBN3SA
21/10/2022;4,08;KLBN3SA
24/10/2022;4,11;KLBN3SA
25/10/2022;4,12;KLBN3SA
26/10/2022;4,13;KLBN3SA
27/10/2022;4,14;KLBN3SA
28/10/2022;4,25;KLBN3SA
31/10/2022;4,23;KLBN3SA
01/11/2022;4,27;KLBN3SA
03/11/2022;4,44;KLBN3SA
04/11/2022;4,48;KLBN3SA
07/11/2022;4,43;KLBN3SA
08/11/2022;4,58;KLBN3SA
09/11/2022;4,48;KLBN3SA
10/11/2022;4,51;KLBN3SA
11/11/2022;4,79;KLBN3SA
14/11/2022;4,68;KLBN3SA
16/11/2022;4,51;KLBN3SA
17/11/2022;4,39;KLBN3SA
18/11/2022;4,36;KLBN3SA
21/11/2022;4,29;KLBN3SA
22/11/2022;4,29;KLBN3SA
23/11/2022;4,19;KLBN3SA
24/11/2022;4,27;KLBN3SA
