Date;KLBN3SA;SUZB3SA;^BVSP
2020-05-11 00:00:00-03:00;4,05;44,72;79065,0
2020-05-12 00:00:00-03:00;3,99;45,61;77872,0
2020-05-13 00:00:00-03:00;4,33;47,53;77772,0
2020-05-14 00:00:00-03:00;4,24;44,66;79011,0
2020-05-15 00:00:00-03:00;4,02;42,31;77557,0
2020-05-18 00:00:00-03:00;3,77;38,69;81194,0
2020-05-19 00:00:00-03:00;3,77;39,23;80742,0
2020-05-20 00:00:00-03:00;3,72;37,82;81319,0
2020-05-21 00:00:00-03:00;3,61;36,15;83027,0
2020-05-22 00:00:00-03:00;3,62;36,27;82173,0
2020-05-25 00:00:00-03:00;3,6;35,42;85663,0
2020-05-26 00:00:00-03:00;3,59;35,59;85469,0
2020-05-27 00:00:00-03:00;3,72;36,09;87946,0
2020-05-28 00:00:00-03:00;3,67;36,04;86949,0
2020-05-29 00:00:00-03:00;3,7;35,57;87403,0
2020-06-01 00:00:00-03:00;3,74;36,12;88620,0
2020-06-02 00:00:00-03:00;3,72;36,1;91046,0
2020-06-03 00:00:00-03:00;3,66;35,82;93002,0
2020-06-04 00:00:00-03:00;3,69;37,44;93829,0
2020-06-05 00:00:00-03:00;3,61;35,98;94637,0
2020-06-08 00:00:00-03:00;3,65;35,85;97645,0
2020-06-09 00:00:00-03:00;3,65;35,86;96747,0
2020-06-10 00:00:00-03:00;3,64;35,82;94686,0
2020-06-12 00:00:00-03:00;3,58;34,77;92795,0
2020-06-15 00:00:00-03:00;3,58;36,16;92376,0
2020-06-16 00:00:00-03:00;3,57;35,8;93531,0
2020-06-17 00:00:00-03:00;3,62;36,55;95547,0
2020-06-18 00:00:00-03:00;3,74;37,16;96125,0
2020-06-19 00:00:00-03:00;3,82;37,11;96572,0
2020-06-22 00:00:00-03:00;3,84;36,63;95336,0
2020-06-23 00:00:00-03:00;3,74;35,74;95975,0
2020-06-24 00:00:00-03:00;3,83;36,27;94377,0
2020-06-25 00:00:00-03:00;3,84;35,78;95983,0
2020-06-26 00:00:00-03:00;3,9;35,59;93834,0
2020-06-29 00:00:00-03:00;3,74;35,45;95735,0
2020-06-30 00:00:00-03:00;3,81;34,56;95056,0
2020-07-01 00:00:00-03:00;3,9;34,89;96203,0
2020-07-02 00:00:00-03:00;3,86;34,59;96235,0
2020-07-03 00:00:00-03:00;3,91;35,02;96765,0
2020-07-06 00:00:00-03:00;3,86;34,67;98937,0
2020-07-07 00:00:00-03:00;3,83;34,0;97761,0
2020-07-08 00:00:00-03:00;3,93;33,96;99770,0
2020-07-09 00:00:00-03:00;3,87;34,26;99160,0
2020-07-10 00:00:00-03:00;3,82;34,46;100032,0
2020-07-13 00:00:00-03:00;3,73;33,88;98697,0
2020-07-14 00:00:00-03:00;3,84;34,44;100440,0
2020-07-15 00:00:00-03:00;3,88;36,5;101791,0
2020-07-16 00:00:00-03:00;3,84;36,39;100553,0
2020-07-17 00:00:00-03:00;3,9;37,44;102888,0
2020-07-20 00:00:00-03:00;3,96;37,81;104426,0
2020-07-21 00:00:00-03:00;3,94;38,05;104310,0
2020-07-22 00:00:00-03:00;3,96;37,11;104290,0
2020-07-23 00:00:00-03:00;3,98;38,28;102293,0
2020-07-24 00:00:00-03:00;4,02;39,74;102382,0
2020-07-27 00:00:00-03:00;4,0;39,15;104477,0
2020-07-28 00:00:00-03:00;3,99;39,46;104109,0
2020-07-29 00:00:00-03:00;3,95;38,98;105605,0
2020-07-30 00:00:00-03:00;3,96;39,67;105009,0
2020-07-31 00:00:00-03:00;3,84;39,46;102912,0
2020-08-03 00:00:00-03:00;3,91;40,48;102830,0
2020-08-04 00:00:00-03:00;3,93;39,53;101216,0
2020-08-05 00:00:00-03:00;4,23;42,54;102802,0
2020-08-06 00:00:00-03:00;4,32;43,52;104126,0
2020-08-07 00:00:00-03:00;4,3;43,39;102776,0
2020-08-10 00:00:00-03:00;4,34;44,5;103444,0
2020-08-11 00:00:00-03:00;4,47;44,06;102174,0
2020-08-12 00:00:00-03:00;4,55;44,37;102118,0
2020-08-13 00:00:00-03:00;4,66;44,79;100461,0
2020-08-14 00:00:00-03:00;4,74;47,44;101353,0
2020-08-17 00:00:00-03:00;4,81;47,9;99595,0
2020-08-18 00:00:00-03:00;5,09;48,85;102065,0
2020-08-19 00:00:00-03:00;5,3;47,57;100854,0
2020-08-20 00:00:00-03:00;5,16;49,09;101468,0
2020-08-21 00:00:00-03:00;5,18;49,0;101521,0
2020-08-24 00:00:00-03:00;5,11;49,0;102298,0
2020-08-25 00:00:00-03:00;5,04;48,01;102118,0
2020-08-26 00:00:00-03:00;5,07;48,63;100627,0
2020-08-27 00:00:00-03:00;5,03;48,31;100624,0
2020-08-28 00:00:00-03:00;5,05;47,91;102143,0
2020-08-31 00:00:00-03:00;4,93;47,16;99369,0
2020-09-01 00:00:00-03:00;5,1;48,03;102168,0
2020-09-02 00:00:00-03:00;4,97;46,05;101911,0
2020-09-03 00:00:00-03:00;4,89;45,1;100721,0
2020-09-04 00:00:00-03:00;4,93;44,66;101242,0
2020-09-08 00:00:00-03:00;4,77;43,95;100050,0
2020-09-09 00:00:00-03:00;4,8;44,2;101292,0
2020-09-10 00:00:00-03:00;4,83;43,55;98835,0
2020-09-11 00:00:00-03:00;4,7;42,84;98363,0
2020-09-14 00:00:00-03:00;4,72;43,33;100275,0
2020-09-15 00:00:00-03:00;4,9;45,93;100298,0
2020-09-16 00:00:00-03:00;4,82;44,7;99676,0
2020-09-17 00:00:00-03:00;4,89;46,05;100098,0
2020-09-18 00:00:00-03:00;4,88;47,02;98290,0
2020-09-21 00:00:00-03:00;4,67;45,59;96991,0
2020-09-22 00:00:00-03:00;4,63;44,5;97294,0
2020-09-23 00:00:00-03:00;4,61;43,81;95735,0
2020-09-24 00:00:00-03:00;4,58;43,22;97012,0
2020-09-25 00:00:00-03:00;4,79;45,23;96999,0
2020-09-28 00:00:00-03:00;4,61;44,72;94666,0
2020-09-29 00:00:00-03:00;4,62;44,22;93580,0
2020-09-30 00:00:00-03:00;4,61;42,79;94603,0
2020-10-01 00:00:00-03:00;4,68;43,69;95479,0
2020-10-02 00:00:00-03:00;4,54;43,53;94016,0
2020-10-05 00:00:00-03:00;4,62;44,53;96089,0
2020-10-06 00:00:00-03:00;4,56;45,04;95615,0
2020-10-07 00:00:00-03:00;4,6;45,46;95526,0
2020-10-08 00:00:00-03:00;4,71;46,29;97920,0
2020-10-09 00:00:00-03:00;4,58;45,99;97483,0
2020-10-13 00:00:00-03:00;4,73;45,99;98503,0
2020-10-14 00:00:00-03:00;4,73;45,27;99334,0
2020-10-15 00:00:00-03:00;4,73;45,43;99054,0
2020-10-16 00:00:00-03:00;4,84;47,53;98309,0
2020-10-19 00:00:00-03:00;4,68;47,08;98658,0
2020-10-20 00:00:00-03:00;4,77;47,62;100540,0
2020-10-21 00:00:00-03:00;4,68;46,99;100552,0
2020-10-22 00:00:00-03:00;4,72;48,48;101918,0
2020-10-23 00:00:00-03:00;4,71;48,11;101260,0
2020-10-26 00:00:00-03:00;4,67;47,91;101017,0
2020-10-27 00:00:00-03:00;4,6;47,07;99606,0
2020-10-28 00:00:00-03:00;4,35;45,58;95369,0
2020-10-29 00:00:00-03:00;4,41;47,14;96582,0
2020-10-30 00:00:00-03:00;4,39;47,02;93952,0
2020-11-03 00:00:00-03:00;4,42;49,49;95587,0
2020-11-04 00:00:00-03:00;4,45;48,51;97811,0
2020-11-05 00:00:00-03:00;4,46;48,2;100774,0
2020-11-06 00:00:00-03:00;4,37;46,88;100799,0
2020-11-09 00:00:00-03:00;4,34;45,74;103913,0
2020-11-10 00:00:00-03:00;4,26;45,07;105351,0
2020-11-11 00:00:00-03:00;4,25;45,43;104532,0
2020-11-12 00:00:00-03:00;4,33;45,63;102175,0
2020-11-13 00:00:00-03:00;4,47;48,8;104512,0
2020-11-16 00:00:00-03:00;4,43;49,88;106430,0
2020-11-17 00:00:00-03:00;4,32;48,2;107229,0
2020-11-18 00:00:00-03:00;4,37;47,67;106483,0
2020-11-19 00:00:00-03:00;4,26;47,17;106517,0
2020-11-23 00:00:00-03:00;4,33;47,56;107379,0
2020-11-24 00:00:00-03:00;4,32;47,07;109786,0
2020-11-25 00:00:00-03:00;4,28;47,47;110133,0
2020-11-26 00:00:00-03:00;4,42;50,17;110227,0
2020-11-27 00:00:00-03:00;4,59;52,17;110575,0
2020-11-30 00:00:00-03:00;4,63;53,08;108888,0
2020-12-01 00:00:00-03:00;4,73;53,98;111335,0
2020-12-02 00:00:00-03:00;4,58;51,28;111814,0
2020-12-03 00:00:00-03:00;4,46;48,84;112919,0
2020-12-04 00:00:00-03:00;4,48;49,61;113682,0
2020-12-07 00:00:00-03:00;4,43;49,56;113625,0
2020-12-08 00:00:00-03:00;4,43;49,63;113571,0
2020-12-09 00:00:00-03:00;4,38;49,31;112722,0
2020-12-10 00:00:00-03:00;4,4;47,49;114992,0
2020-12-11 00:00:00-03:00;4,43;48,31;115323,0
2020-12-14 00:00:00-03:00;4,43;48,54;114975,0
2020-12-15 00:00:00-03:00;4,51;50,26;116146,0
2020-12-16 00:00:00-03:00;4,58;51,08;117947,0
2020-12-17 00:00:00-03:00;4,58;51,64;118157,0
2020-12-18 00:00:00-03:00;4,72;53,02;117679,0
2020-12-21 00:00:00-03:00;4,65;51,88;116016,0
2020-12-22 00:00:00-03:00;4,77;54,19;116348,0
2020-12-23 00:00:00-03:00;4,67;52,96;117857,0
2020-12-28 00:00:00-03:00;4,65;53,7;119051,0
2020-12-29 00:00:00-03:00;4,76;53,75;119475,0
2020-12-30 00:00:00-03:00;4,92;55,0;119306,0
2021-01-04 00:00:00-03:00;4,87;55,35;118558,0
2021-01-05 00:00:00-03:00;4,87;55,09;119223,0
2021-01-06 00:00:00-03:00;4,93;54,09;119851,0
2021-01-07 00:00:00-03:00;5,14;58,71;121956,0
2021-01-08 00:00:00-03:00;5,4;58,98;125077,0
2021-01-11 00:00:00-03:00;5,51;57,6;122807,0
2021-01-12 00:00:00-03:00;5,72;57,53;123998,0
2021-01-13 00:00:00-03:00;5,6;56,37;122040,0
2021-01-14 00:00:00-03:00;5,61;56,05;123481,0
2021-01-15 00:00:00-03:00;5,8;57,45;120502,0
2021-01-18 00:00:00-03:00;5,7;59,46;121242,0
2021-01-19 00:00:00-03:00;5,67;61,27;120673,0
2021-01-20 00:00:00-03:00;5,73;61,91;119708,0
2021-01-21 00:00:00-03:00;5,48;61,47;118443,0
2021-01-22 00:00:00-03:00;5,39;60,47;117172,0
2021-01-26 00:00:00-03:00;5,42;62,2;116464,0
2021-01-27 00:00:00-03:00;5,35;58,48;115882,0
2021-01-28 00:00:00-03:00;5,55;59,12;119314,0
2021-01-29 00:00:00-03:00;5,5;58,3;116007,0
2021-02-01 00:00:00-03:00;5,65;60,34;117365,0
2021-02-02 00:00:00-03:00;5,64;59,26;118234,0
2021-02-03 00:00:00-03:00;5,56;59,99;119725,0
2021-02-04 00:00:00-03:00;5,56;60,75;119261,0
2021-02-05 00:00:00-03:00;5,55;62,48;119925,0
2021-02-08 00:00:00-03:00;5,52;61,98;119516,0
2021-02-09 00:00:00-03:00;5,55;62,67;119429,0
2021-02-10 00:00:00-03:00;5,56;64,07;118430,0
2021-02-11 00:00:00-03:00;5,58;66,39;119235,0
2021-02-12 00:00:00-03:00;5,6;66,44;119116,0
2021-02-17 00:00:00-03:00;5,69;68,01;120391,0
2021-02-18 00:00:00-03:00;5,66;69,56;119140,0
2021-02-19 00:00:00-03:00;5,89;70,49;118748,0
2021-02-22 00:00:00-03:00;6,06;72,23;112668,0
2021-02-23 00:00:00-03:00;5,96;71,98;115227,0
2021-02-24 00:00:00-03:00;6,02;71,18;115668,0
2021-02-25 00:00:00-03:00;5,84;69,63;112256,0
2021-02-26 00:00:00-03:00;5,72;68,74;110035,0
2021-03-01 00:00:00-03:00;5,67;69,98;110335,0
2021-03-02 00:00:00-03:00;5,54;69,08;111540,0
2021-03-03 00:00:00-03:00;5,55;69,05;111184,0
2021-03-04 00:00:00-03:00;5,53;69,15;112690,0
2021-03-05 00:00:00-03:00;5,68;71,5;115202,0
2021-03-08 00:00:00-03:00;5,5;70,81;110612,0
2021-03-09 00:00:00-03:00;5,63;74,39;111331,0
2021-03-10 00:00:00-03:00;5,46;70,33;112776,0
2021-03-11 00:00:00-03:00;5,35;69,67;114984,0
2021-03-12 00:00:00-03:00;5,33;69,76;114160,0
2021-03-15 00:00:00-03:00;5,21;68,44;114851,0
2021-03-16 00:00:00-03:00;5,45;70,7;114019,0
2021-03-17 00:00:00-03:00;5,42;71,92;116549,0
2021-03-18 00:00:00-03:00;5,28;70,75;114835,0
2021-03-19 00:00:00-03:00;5,21;69,52;116222,0
2021-03-22 00:00:00-03:00;5,22;68,03;114979,0
2021-03-23 00:00:00-03:00;5,3;67,43;113262,0
2021-03-24 00:00:00-03:00;5,34;69,2;112064,0
2021-03-25 00:00:00-03:00;5,28;68,77;113750,0
2021-03-26 00:00:00-03:00;5,38;68,19;114781,0
2021-03-29 00:00:00-03:00;5,39;68,62;115419,0
2021-03-30 00:00:00-03:00;5,32;66,35;116850,0
2021-03-31 00:00:00-03:00;5,21;64,4;116634,0
2021-04-01 00:00:00-03:00;5,22;65,06;115253,0
2021-04-05 00:00:00-03:00;5,25;65,06;117518,0
2021-04-06 00:00:00-03:00;5,31;66,0;117499,0
2021-04-07 00:00:00-03:00;5,32;65,62;117624,0
2021-04-08 00:00:00-03:00;5,39;66,17;118313,0
2021-04-09 00:00:00-03:00;5,46;67,06;117670,0
2021-04-12 00:00:00-03:00;5,63;67,64;118812,0
2021-04-13 00:00:00-03:00;5,64;68,02;119297,0
2021-04-14 00:00:00-03:00;5,6;67,03;120295,0
2021-04-15 00:00:00-03:00;5,72;67,74;120701,0
2021-04-16 00:00:00-03:00;5,58;66,82;121114,0
2021-04-19 00:00:00-03:00;5,61;67,74;120934,0
2021-04-20 00:00:00-03:00;5,61;67,92;120062,0
2021-04-22 00:00:00-03:00;5,53;65,34;119371,0
2021-04-23 00:00:00-03:00;5,44;65,81;120530,0
2021-04-26 00:00:00-03:00;5,49;65,16;120595,0
2021-04-27 00:00:00-03:00;5,53;66,58;119388,0
2021-04-28 00:00:00-03:00;5,34;63,45;121053,0
2021-04-29 00:00:00-03:00;5,35;63,55;120066,0
2021-04-30 00:00:00-03:00;5,3;64,52;118894,0
2021-05-03 00:00:00-03:00;5,25;63,6;119209,0
2021-05-04 00:00:00-03:00;5,18;63,52;117712,0
2021-05-05 00:00:00-03:00;5,26;63,58;119564,0
2021-05-06 00:00:00-03:00;5,3;63,38;119921,0
2021-05-07 00:00:00-03:00;5,33;63,34;122038,0
2021-05-10 00:00:00-03:00;5,32;64,33;121909,0
2021-05-11 00:00:00-03:00;5,42;64,19;122964,0
2021-05-12 00:00:00-03:00;5,3;64,28;119710,0
2021-05-13 00:00:00-03:00;5,47;62,77;120706,0
2021-05-14 00:00:00-03:00;5,3;61,21;121881,0
2021-05-17 00:00:00-03:00;5,3;62,5;122938,0
2021-05-18 00:00:00-03:00;5,3;62,44;122980,0
2021-05-19 00:00:00-03:00;5,24;61,95;122636,0
2021-05-20 00:00:00-03:00;5,14;59,36;122701,0
2021-05-21 00:00:00-03:00;5,11;60,93;122592,0
2021-05-24 00:00:00-03:00;5,14;60,41;124032,0
2021-05-25 00:00:00-03:00;5,12;60,75;122988,0
2021-05-26 00:00:00-03:00;5,19;58,46;123989,0
2021-05-27 00:00:00-03:00;5,35;58,81;124367,0
2021-05-28 00:00:00-03:00;5,25;57,82;125561,0
2021-05-31 00:00:00-03:00;5,27;57,06;126216,0
2021-06-01 00:00:00-03:00;5,17;55,73;128267,0
2021-06-02 00:00:00-03:00;5,1;55,69;129601,0
2021-06-04 00:00:00-03:00;5,07;55,06;130126,0
2021-06-07 00:00:00-03:00;5,07;55,9;130776,0
2021-06-08 00:00:00-03:00;5,09;54,57;129787,0
2021-06-09 00:00:00-03:00;5,21;56,09;129907,0
2021-06-10 00:00:00-03:00;5,23;55,15;130076,0
2021-06-11 00:00:00-03:00;5,35;55,39;129441,0
2021-06-14 00:00:00-03:00;5,27;54,92;130208,0
2021-06-15 00:00:00-03:00;5,26;54,65;130091,0
2021-06-16 00:00:00-03:00;5,17;54,57;129259,0
2021-06-17 00:00:00-03:00;5,16;52,95;128057,0
2021-06-18 00:00:00-03:00;5,21;53,55;128405,0
2021-06-21 00:00:00-03:00;5,4;54,96;129265,0
2021-06-22 00:00:00-03:00;5,53;55,15;128767,0
2021-06-23 00:00:00-03:00;5,44;54,59;128428,0
2021-06-24 00:00:00-03:00;5,54;56,23;129514,0
2021-06-25 00:00:00-03:00;5,53;54,88;127256,0
2021-06-28 00:00:00-03:00;5,65;55,99;127429,0
2021-06-29 00:00:00-03:00;5,73;56,61;127327,0
2021-06-30 00:00:00-03:00;5,65;56,19;126802,0
2021-07-01 00:00:00-03:00;5,62;56,68;125666,0
2021-07-02 00:00:00-03:00;5,69;55,62;127622,0
2021-07-05 00:00:00-03:00;5,58;55,9;126920,0
2021-07-06 00:00:00-03:00;5,66;55,78;125095,0
2021-07-07 00:00:00-03:00;5,84;57,26;127019,0
2021-07-08 00:00:00-03:00;5,74;57,29;125428,0
2021-07-12 00:00:00-03:00;5,94;56,79;127594,0
2021-07-13 00:00:00-03:00;6,0;55,87;128168,0
2021-07-14 00:00:00-03:00;5,96;55,22;128407,0
2021-07-15 00:00:00-03:00;5,74;53,87;127468,0
2021-07-16 00:00:00-03:00;5,55;52,94;125960,0
2021-07-19 00:00:00-03:00;5,53;52,48;124395,0
2021-07-20 00:00:00-03:00;5,55;53,18;125401,0
2021-07-21 00:00:00-03:00;5,52;53,28;125929,0
2021-07-22 00:00:00-03:00;5,51;53,55;126147,0
2021-07-23 00:00:00-03:00;5,42;52,95;125053,0
2021-07-26 00:00:00-03:00;5,48;53,21;126004,0
2021-07-27 00:00:00-03:00;5,36;52,7;124612,0
2021-07-28 00:00:00-03:00;5,35;52,35;126286,0
2021-07-29 00:00:00-03:00;5,36;52,38;125675,0
2021-07-30 00:00:00-03:00;5,26;50,8;121801,0
2021-08-02 00:00:00-03:00;5,14;51,22;122516,0
2021-08-03 00:00:00-03:00;5,11;51,63;123577,0
2021-08-04 00:00:00-03:00;5,19;51,77;121801,0
2021-08-05 00:00:00-03:00;5,27;51,27;121633,0
2021-08-06 00:00:00-03:00;5,21;51,02;122810,0
2021-08-09 00:00:00-03:00;5,42;52,96;123019,0
2021-08-10 00:00:00-03:00;5,42;53,39;122202,0
2021-08-11 00:00:00-03:00;5,43;53,08;122056,0
2021-08-12 00:00:00-03:00;5,37;52,34;120701,0
2021-08-13 00:00:00-03:00;5,5;53,37;121194,0
2021-08-16 00:00:00-03:00;5,44;54,22;119180,0
2021-08-17 00:00:00-03:00;5,53;53,83;117904,0
2021-08-18 00:00:00-03:00;5,34;52,73;116643,0
2021-08-19 00:00:00-03:00;5,3;52,31;117165,0
2021-08-20 00:00:00-03:00;5,4;53,41;118053,0
2021-08-23 00:00:00-03:00;5,45;54,0;117472,0
2021-08-24 00:00:00-03:00;5,57;55,48;120211,0
2021-08-25 00:00:00-03:00;5,84;58,49;120818,0
2021-08-26 00:00:00-03:00;5,84;57,96;118724,0
2021-08-27 00:00:00-03:00;5,94;58,16;120678,0
2021-08-30 00:00:00-03:00;5,92;57,8;119740,0
2021-08-31 00:00:00-03:00;5,74;57,31;118781,0
2021-09-01 00:00:00-03:00;5,84;57,5;119396,0
2021-09-02 00:00:00-03:00;5,55;57,07;116677,0
2021-09-03 00:00:00-03:00;5,61;57,98;116933,0
2021-09-06 00:00:00-03:00;5,64;57,76;117869,0
2021-09-08 00:00:00-03:00;5,64;58,8;113413,0
2021-09-09 00:00:00-03:00;5,84;58,48;115361,0
2021-09-10 00:00:00-03:00;5,73;56,99;114286,0
2021-09-13 00:00:00-03:00;5,74;56,3;116404,0
2021-09-14 00:00:00-03:00;5,79;56,42;116181,0
2021-09-15 00:00:00-03:00;5,57;54,6;115063,0
2021-09-16 00:00:00-03:00;5,42;51,47;113794,0
2021-09-17 00:00:00-03:00;5,34;49,43;111439,0
2021-09-20 00:00:00-03:00;5,3;48,25;108844,0
2021-09-21 00:00:00-03:00;5,26;48,81;110250,0
2021-09-22 00:00:00-03:00;5,34;50,58;112282,0
2021-09-23 00:00:00-03:00;5,59;52,45;114064,0
2021-09-24 00:00:00-03:00;5,53;52,14;113283,0
2021-09-27 00:00:00-03:00;5,42;51,66;113583,0
2021-09-28 00:00:00-03:00;5,33;50,31;110124,0
2021-09-29 00:00:00-03:00;5,43;50,73;111107,0
2021-09-30 00:00:00-03:00;5,56;51,22;110979,0
2021-10-01 00:00:00-03:00;5,42;49,3;112900,0
2021-10-04 00:00:00-03:00;5,44;48,22;110393,0
2021-10-05 00:00:00-03:00;5,4;47,3;110458,0
2021-10-06 00:00:00-03:00;5,22;46,68;110560,0
2021-10-07 00:00:00-03:00;5,21;46,44;110585,0
2021-10-08 00:00:00-03:00;5,21;46,33;112833,0
2021-10-11 00:00:00-03:00;5,23;47,16;112180,0
2021-10-13 00:00:00-03:00;5,31;47,91;113456,0
2021-10-14 00:00:00-03:00;5,26;46,84;113185,0
2021-10-15 00:00:00-03:00;5,3;47,83;114648,0
2021-10-18 00:00:00-03:00;5,3;46,79;114428,0
2021-10-19 00:00:00-03:00;5,16;45,78;110673,0
2021-10-20 00:00:00-03:00;5,16;45,58;110786,0
2021-10-21 00:00:00-03:00;5,23;46,22;107735,0
2021-10-22 00:00:00-03:00;5,43;49,61;106296,0
2021-10-25 00:00:00-03:00;5,29;48,36;108715,0
2021-10-26 00:00:00-03:00;5,37;47,4;106420,0
2021-10-27 00:00:00-03:00;5,16;45,45;106363,0
2021-10-28 00:00:00-03:00;5,17;45,95;105705,0
2021-10-29 00:00:00-03:00;5,1;46,25;103501,0
2021-11-01 00:00:00-03:00;4,99;45,95;105551,0
2021-11-03 00:00:00-03:00;5,1;46,76;105617,0
2021-11-04 00:00:00-03:00;4,98;46,32;103412,0
2021-11-05 00:00:00-03:00;5,09;46,36;104824,0
2021-11-08 00:00:00-03:00;5,08;46,62;104781,0
2021-11-09 00:00:00-03:00;5,05;46,04;105535,0
2021-11-10 00:00:00-03:00;5,06;45,8;105968,0
2021-11-11 00:00:00-03:00;5,38;47,62;107725,0
2021-11-12 00:00:00-03:00;5,29;48,26;106312,0
2021-11-16 00:00:00-03:00;5,34;49,95;104508,0
2021-11-17 00:00:00-03:00;5,37;49,24;102945,0
2021-11-18 00:00:00-03:00;5,36;49,03;102524,0
2021-11-19 00:00:00-03:00;5,48;50,34;103035,0
2021-11-22 00:00:00-03:00;5,43;49,29;102122,0
2021-11-23 00:00:00-03:00;5,37;49,94;103663,0
2021-11-24 00:00:00-03:00;5,53;51,22;104514,0
2021-11-25 00:00:00-03:00;5,52;51,42;105811,0
2021-11-26 00:00:00-03:00;5,52;51,49;102224,0
2021-11-29 00:00:00-03:00;5,54;52,3;102814,0
2021-11-30 00:00:00-03:00;5,52;52,76;101915,0
2021-12-01 00:00:00-03:00;5,64;54,54;100775,0
2021-12-02 00:00:00-03:00;5,66;54,49;104466,0
2021-12-03 00:00:00-03:00;5,61;53,65;105070,0
2021-12-06 00:00:00-03:00;5,78;54,37;106859,0
2021-12-07 00:00:00-03:00;5,71;54,79;107558,0
2021-12-08 00:00:00-03:00;5,71;55,1;108096,0
2021-12-09 00:00:00-03:00;5,76;54,41;106291,0
2021-12-10 00:00:00-03:00;5,77;54,96;107758,0
2021-12-13 00:00:00-03:00;5,78;54,23;107383,0
2021-12-14 00:00:00-03:00;5,83;54,35;106760,0
2021-12-15 00:00:00-03:00;5,78;55,21;107370,0
2021-12-16 00:00:00-03:00;6,01;56,66;108212,0
2021-12-17 00:00:00-03:00;5,91;57,79;107201,0
2021-12-20 00:00:00-03:00;5,99;56,27;105020,0
2021-12-21 00:00:00-03:00;5,95;56,36;105500,0
2021-12-22 00:00:00-03:00;5,92;56,02;105244,0
2021-12-23 00:00:00-03:00;5,61;56,55;104891,0
2021-12-27 00:00:00-03:00;5,66;56,69;105531,0
2021-12-28 00:00:00-03:00;5,51;56,05;104864,0
2021-12-29 00:00:00-03:00;5,27;55,47;104107,0
2021-12-30 00:00:00-03:00;5,21;56,47;104822,0
2022-01-03 00:00:00-03:00;5,29;55,99;103922,0
2022-01-04 00:00:00-03:00;5,55;57,21;103514,0
2022-01-05 00:00:00-03:00;5,52;56,56;101006,0
2022-01-06 00:00:00-03:00;5,56;56,11;101561,0
2022-01-07 00:00:00-03:00;5,47;55,73;102719,0
2022-01-10 00:00:00-03:00;5,47;55,6;101945,0
2022-01-11 00:00:00-03:00;5,39;55,93;103779,0
2022-01-12 00:00:00-03:00;5,41;57,89;105686,0
2022-01-13 00:00:00-03:00;5,53;58,75;105530,0
2022-01-14 00:00:00-03:00;5,46;58,97;106928,0
2022-01-17 00:00:00-03:00;5,31;58,28;106692,0
2022-01-18 00:00:00-03:00;5,45;59,05;106522,0
2022-01-19 00:00:00-03:00;5,51;58,8;108013,0
2022-01-20 00:00:00-03:00;5,52;57,34;109102,0
2022-01-21 00:00:00-03:00;5,38;56,65;108942,0
2022-01-24 00:00:00-03:00;5,22;55,35;107752,0
2022-01-25 00:00:00-03:00;5,18;53,92;109845,0
2022-01-26 00:00:00-03:00;5,19;52,9;111573,0
2022-01-27 00:00:00-03:00;5,27;55,61;112315,0
2022-01-28 00:00:00-03:00;5,3;56,38;111478,0
2022-01-31 00:00:00-03:00;5,31;56,28;112388,0
2022-02-01 00:00:00-03:00;5,3;56,7;113147,0
2022-02-02 00:00:00-03:00;5,3;56,35;112161,0
2022-02-03 00:00:00-03:00;5,36;56,16;111696,0
2022-02-04 00:00:00-03:00;5,43;57,59;112245,0
2022-02-07 00:00:00-03:00;5,38;57,57;111996,0
2022-02-08 00:00:00-03:00;5,46;57,48;112234,0
2022-02-09 00:00:00-03:00;5,43;57,61;112461,0
2022-02-10 00:00:00-03:00;5,28;55,48;113359,0
2022-02-11 00:00:00-03:00;5,14;54,88;113572,0
2022-02-14 00:00:00-03:00;5,15;55,48;113807,0
2022-02-15 00:00:00-03:00;4,98;54,45;114660,0
2022-02-16 00:00:00-03:00;4,92;54,46;115181,0
2022-02-17 00:00:00-03:00;5,07;55,06;113528,0
2022-02-18 00:00:00-03:00;5,09;54,23;112768,0
2022-02-21 00:00:00-03:00;5,1;54,12;111725,0
2022-02-22 00:00:00-03:00;5,11;54,15;112892,0
2022-02-23 00:00:00-03:00;4,85;50,84;112008,0
2022-02-24 00:00:00-03:00;4,87;51,27;111592,0
2022-02-25 00:00:00-03:00;4,85;52,36;113142,0
2022-03-02 00:00:00-03:00;5,05;52,29;115174,0
2022-03-03 00:00:00-03:00;5,05;51,08;115166,0
2022-03-04 00:00:00-03:00;5,16;54,5;114474,0
2022-03-07 00:00:00-03:00;5,31;55,22;111593,0
2022-03-08 00:00:00-03:00;5,32;55,08;111203,0
2022-03-09 00:00:00-03:00;5,34;56,17;113900,0
2022-03-10 00:00:00-03:00;5,55;57,83;113663,0
2022-03-11 00:00:00-03:00;5,64;58,07;111713,0
2022-03-14 00:00:00-03:00;5,62;56,87;109928,0
2022-03-15 00:00:00-03:00;5,57;55,67;108959,0
2022-03-16 00:00:00-03:00;5,48;57,62;111112,0
2022-03-17 00:00:00-03:00;5,67;58,55;113076,0
2022-03-18 00:00:00-03:00;5,7;61,08;115311,0
2022-03-21 00:00:00-03:00;5,55;58,82;116155,0
2022-03-22 00:00:00-03:00;5,76;58,25;117272,0
2022-03-23 00:00:00-03:00;5,74;56,86;117457,0
2022-03-24 00:00:00-03:00;5,9;57,39;119053,0
